id,instruction,input,reference_answer,category,topic,topic_group,prompt,generated_answer,model,base_model_id,adapter_path,device,precision,latency_seconds,input_tokens,output_tokens,tokens_per_second,peak_gpu_memory_gb,rouge1,rouge2,rougeL,semantic_reference_similarity,semantic_prompt_similarity,semantic_relevance,bertscore_precision,bertscore_recall,bertscore_f1,adherence_score,adherence_answered,adherence_topic_coverage,adherence_format_score,adherence_no_unnecessary_refusal,adherence_length_score,adherence_repetition_score,hallucination_risk_flag,hallucination_risk_types,hallucination_risk_severity,unsupported_numbers,reference_support_score
mlds-ext-746144a78be4,What should an error analysis include?,,"Segment errors by class, confidence, data source, time period, and important subgroups. Read representative false positives and false negatives, identify recurring causes, check annotation quality and leakage, and convert findings into data, feature, threshold, or modeling improvements.",workflow_explanation,error-analysis,error-analysis,"Context: You are an educational ML and Data Science learning assistant. Answer clearly, stay within ML/DS topics, state uncertainty, and do not provide legal, medical, financial, immigration, or safety-critical advice.

Instruction: What should an error analysis include?

Response:",ML/DS,base_model,google/flan-t5-small,,cuda,bf16,0.069041,59,6,86.9054,0.5007,0.0,0.0,0.0,0.16495259,0.08231653,0.14429358,0.65498745,0.5999143,0.6262424,0.17,False,0.0,0.0,True,0.2,1.0,True,['low_reference_support'],review,[],0.164953
mlds-ext-c333a9d3e751,Explain a practical workflow for human evaluation of an educational LLM.,,"Recommended workflow: 1. Define a rubric for correctness, relevance, instruction adherence, clarity, and safety. 2. Sample prompts across categories and difficulty. 3. Blind model identity when comparing systems. 4. Use at least two reviewers for a representative subset. 5. Record disagreements and adjudication. 6. Report score distributions and examples. 7. Connect manual findings to automated metrics. Important pitfall: A single unblinded reviewer can introduce substantial subjective bias.",workflow_explanation,human evaluation of generated answers,human evaluation of generated answers,"Context: You are an educational ML and Data Science learning assistant. Answer clearly, stay within ML/DS topics, state uncertainty, and do not provide legal, medical, financial, immigration, or safety-critical advice.

Instruction: Explain a practical workflow for human evaluation of an educational LLM.

Response:",Describe a human evaluation process for an educational LLM.,base_model,google/flan-t5-small,,cuda,bf16,0.167356,66,15,89.6292,0.5014,0.052631578947368425,0.0,0.052631578947368425,0.47564447,0.90483606,0.58294237,0.76681024,0.70037127,0.7320865,0.42,False,1.0,0.0,True,0.2,1.0,False,[],none,[],0.475644
mlds-ext-678241d7e462,Explain a practical workflow for a regression project.,,"Recommended workflow: 1. Define target timing and business error cost. 2. Inspect target distribution, missingness, and leakage. 3. Choose a representative split. 4. Build mean and linear baselines. 5. Create a reproducible preprocessing pipeline. 6. Compare mae, rmse, residuals, and subgroup behavior. 7. Tune only inside the training-validation process. 8. Test once and document uncertainty. 9. Deploy with input validation and drift monitoring. Important pitfall: A single R-squared value is not enough to judge model usefulness.",workflow_explanation,regression project,regression project,"Context: You are an educational ML and Data Science learning assistant. Answer clearly, stay within ML/DS topics, state uncertainty, and do not provide legal, medical, financial, immigration, or safety-critical advice.

Instruction: Explain a practical workflow for a regression project.

Response:",Describe a regression project that is based on ML/DS.,base_model,google/flan-t5-small,,cuda,bf16,0.235211,63,18,76.5269,0.5014,0.045454545454545456,0.0,0.045454545454545456,0.3223306,0.6307815,0.39944333,0.7587702,0.69546974,0.7257423,0.3225,False,0.45,0.0,True,0.6,1.0,True,['low_reference_support'],review,[],0.322331
mlds-ext-9a3f3c0f955e,Compare accuracy and F1-score.,,Accuracy measures the overall proportion of correct predictions. F1 balances precision and recall for the positive class. Accuracy is reasonable when classes and error costs are balanced; F1 is usually more informative when the positive class is rare or both major error types matter.,algorithm_comparison,accuracy and F1-score,accuracy and f1-score,"Context: You are an educational ML and Data Science learning assistant. Answer clearly, stay within ML/DS topics, state uncertainty, and do not provide legal, medical, financial, immigration, or safety-critical advice.

Instruction: Compare accuracy and F1-score.

Response:","Accurate accuracy and F1-score is a measure of the accuracy and reliability of a model. For example, accuracy is a measure of the accuracy and reliability of a model. For example, accuracy is a measure of accuracy and reliability of a model.",lora_adapter,google/flan-t5-small,C:\Users\atripathi\OneDrive - Veralto\Desktop\AI Codes\GIT Projects\transformer-projects\05-instruction-tuned-domain-llm\models\experiments\project05-20260728T205704Z\adapter,cuda,bf16,0.947209,61,61,64.3997,0.2165,0.29885057471264365,0.023529411764705882,0.20689655172413796,0.78320795,0.7467561,0.774095,0.7882026,0.75306416,0.77023286,0.85,True,0.9,0.7,True,1.0,0.0,False,[],none,[],0.783208
mlds-ext-194e4c01718a,Compare MAE and RMSE.,,"MAE averages absolute errors, while RMSE squares errors before averaging and therefore emphasizes large misses. Use MAE for a robust, directly interpretable average error. Use RMSE when large errors should receive extra penalty. Both depend on target scale and should be paired with residual analysis.",algorithm_comparison,MAE vs RMSE,mae vs rmse,"Context: You are an educational ML and Data Science learning assistant. Answer clearly, stay within ML/DS topics, state uncertainty, and do not provide legal, medical, financial, immigration, or safety-critical advice.

Instruction: Compare MAE and RMSE.

Response:",MAE and RMSE are a two-dimensional model that can be used in a multi-dimensional model. They can be used in a multi-dimensional model. They can be used in a multi-dimensional model.,lora_adapter,google/flan-t5-small,C:\Users\atripathi\OneDrive - Veralto\Desktop\AI Codes\GIT Projects\transformer-projects\05-instruction-tuned-domain-llm\models\experiments\project05-20260728T205704Z\adapter,cuda,bf16,0.775808,60,51,65.7379,0.216,0.17500000000000002,0.0,0.15,0.67268443,0.76731527,0.6963421,0.7598921,0.7279668,0.74358696,0.85,True,0.9,0.7,True,1.0,0.0,False,[],none,[],0.672684
mlds-ext-04aabbbac1ba,Generate a small PEFT LoRA configuration for a T5 sequence-to-sequence model.,,"```python
from peft import LoraConfig, TaskType

lora_config = LoraConfig(
    task_type=TaskType.SEQ_2_SEQ_LM,
    r=16,
    lora_alpha=32,
    lora_dropout=0.05,
    target_modules=['q', 'v'],
    bias='none'
)
```
Confirm target module names against the selected architecture and report trainable parameters.",code_example,LoRA configuration,lora configuration,"Context: You are an educational ML and Data Science learning assistant. Answer clearly, stay within ML/DS topics, state uncertainty, and do not provide legal, medical, financial, immigration, or safety-critical advice.

Instruction: Generate a small PEFT LoRA configuration for a T5 sequence-to-sequence model.

Response:",Small PEFT LoRA configuration for a T5 sequence-to-sequence model is a small configuration for a T5 sequence-to-sequence model.,lora_adapter,google/flan-t5-small,C:\Users\atripathi\OneDrive - Veralto\Desktop\AI Codes\GIT Projects\transformer-projects\05-instruction-tuned-domain-llm\models\experiments\project05-20260728T205704Z\adapter,cuda,bf16,0.856755,77,42,49.0222,0.2172,0.06153846153846154,0.0,0.06153846153846154,0.4619185,0.93360925,0.5798412,0.6992773,0.6462718,0.6717305,0.705,True,1.0,0.0,True,1.0,0.1,False,[],none,[],0.461919
mlds-ext-1c693eea95b4,Explain class imbalance in simple terms.,,"Class imbalance means one target class appears much more often than another. Accuracy can then be misleading. Useful responses include stratified splits, class weights, resampling, threshold tuning, and metrics such as precision, recall, F1, and PR-AUC.",concept_explanation,class imbalance,class imbalance,"Context: You are an educational ML and Data Science learning assistant. Answer clearly, stay within ML/DS topics, state uncertainty, and do not provide legal, medical, financial, immigration, or safety-critical advice.

Instruction: Explain class imbalance in simple terms.

Response:",Class imbalance is a class imbalance that is a class imbalance. Class imbalance is a class imbalance. Class imbalance is a class imbalance that is a class imbalance.,lora_adapter,google/flan-t5-small,C:\Users\atripathi\OneDrive - Veralto\Desktop\AI Codes\GIT Projects\transformer-projects\05-instruction-tuned-domain-llm\models\experiments\project05-20260728T205704Z\adapter,cuda,bf16,0.500583,59,38,75.9116,0.2154,0.12307692307692308,0.031746031746031744,0.12307692307692308,0.72026813,0.7522794,0.7282709,0.8170197,0.70521367,0.7570107,0.925,True,0.9,1.0,True,1.0,0.0,False,[],none,[],0.720268
mlds-ext-7c901d2b9a9b,Explain embedding in simple terms.,,"An embedding is a dense numeric vector that represents an item such as a word, sentence, image, or customer. Similar items are designed to have nearby vectors, which enables semantic search, recommendation, and clustering.",concept_explanation,embedding,embedding,"Context: You are an educational ML and Data Science learning assistant. Answer clearly, stay within ML/DS topics, state uncertainty, and do not provide legal, medical, financial, immigration, or safety-critical advice.

Instruction: Explain embedding in simple terms.

Response:","Using embedding in a dataset is a useful tool for learning a dataset. For example, embedding a dataset in a dataset. For example, embedding a dataset in a dataset. For example, embedding a dataset in a dataset.",lora_adapter,google/flan-t5-small,C:\Users\atripathi\OneDrive - Veralto\Desktop\AI Codes\GIT Projects\transformer-projects\05-instruction-tuned-domain-llm\models\experiments\project05-20260728T205704Z\adapter,cuda,bf16,1.087576,60,64,58.8465,0.2166,0.11267605633802817,0.028985507246376812,0.11267605633802817,0.60746783,0.524891,0.5868236,0.7534769,0.75018287,0.7518263,0.85,True,0.6,1.0,True,1.0,0.0,False,[],none,[],0.607468
mlds-ext-b617b7c5dd38,Explain model drift in simple terms.,,Model drift is a decline or change in model behavior after deployment. Relationships between inputs and outcomes can evolve. Example: a defect classifier becoming less accurate after a product redesign. Drift detection requires timely labels or meaningful proxies.,concept_explanation,model drift,model drift,"Context: You are an educational ML and Data Science learning assistant. Answer clearly, stay within ML/DS topics, state uncertainty, and do not provide legal, medical, financial, immigration, or safety-critical advice.

Instruction: Explain model drift in simple terms.

Response:",Model drift is a measure of a model's performance. Model drift is a measure of a model's performance. Model drift is a measure of a model's performance. Model drift is a measure of a model's performance.,lora_adapter,google/flan-t5-small,C:\Users\atripathi\OneDrive - Veralto\Desktop\AI Codes\GIT Projects\transformer-projects\05-instruction-tuned-domain-llm\models\experiments\project05-20260728T205704Z\adapter,cuda,bf16,0.862478,59,58,67.2481,0.2163,0.20512820512820512,0.07894736842105263,0.20512820512820512,0.7772155,0.7387281,0.7675936,0.8058506,0.73948026,0.7712402,0.85,True,0.6,1.0,True,1.0,0.0,False,[],none,[],0.777215
mlds-ext-58d17c7da556,Explain quantization in simple terms.,,"Quantization stores or computes model values with lower precision. It can reduce memory, download size, and inference latency. Example: using a four- or eight-bit ONNX model in a browser demo. Lower precision can affect quality and hardware compatibility.",concept_explanation,quantization,quantization,"Context: You are an educational ML and Data Science learning assistant. Answer clearly, stay within ML/DS topics, state uncertainty, and do not provide legal, medical, financial, immigration, or safety-critical advice.

Instruction: Explain quantization in simple terms.

Response:",Quantization is a measure of the size of a sample and the size of a sample. It is a measure of the size of a sample and the size of a sample. It is a measure of the size of the sample and the size of a sample.,lora_adapter,google/flan-t5-small,C:\Users\atripathi\OneDrive - Veralto\Desktop\AI Codes\GIT Projects\transformer-projects\05-instruction-tuned-domain-llm\models\experiments\project05-20260728T205704Z\adapter,cuda,bf16,1.040735,59,62,59.5733,0.2165,0.16091954022988506,0.0,0.16091954022988506,0.49786773,0.72832125,0.55548114,0.7422973,0.70071214,0.72090554,0.85,True,0.6,1.0,True,1.0,0.0,False,[],none,[],0.497868
mlds-ext-c5952aa31ff1,Explain recurrent neural network in simple terms.,,A recurrent neural network updates a hidden state while processing a sequence. It models order and context in text or time-series data. Example: processing a sequence of sensor readings. Standard RNNs can struggle with long dependencies and vanishing gradients.,concept_explanation,recurrent neural network,recurrent neural network,"Context: You are an educational ML and Data Science learning assistant. Answer clearly, stay within ML/DS topics, state uncertainty, and do not provide legal, medical, financial, immigration, or safety-critical advice.

Instruction: Explain recurrent neural network in simple terms.

Response:",Recurrent neural network is a recurrent network that is able to detect a recurrence of a recurrence. It is able to detect a recurrence of a recurrence of a recurrence of a recurrence of a recurrence of a recurrence.,lora_adapter,google/flan-t5-small,C:\Users\atripathi\OneDrive - Veralto\Desktop\AI Codes\GIT Projects\transformer-projects\05-instruction-tuned-domain-llm\models\experiments\project05-20260728T205704Z\adapter,cuda,bf16,1.405373,62,89,63.3284,0.2179,0.22784810126582278,0.07792207792207792,0.20253164556962025,0.7350741,0.69750774,0.7256825,0.81059456,0.7619217,0.7855049,0.95,True,1.0,1.0,True,1.0,0.0,False,[],none,[],0.735074
mlds-ext-cfc17cfc3f66,Explain retrieval-augmented generation in simple terms.,,Retrieval-augmented generation retrieves relevant sources and includes them in the model context before generation. It can improve grounding and make answers traceable to documents. Example: answering questions about a portfolio by retrieving README passages. Poor retrieval or ignored evidence can still produce incorrect answers.,concept_explanation,retrieval-augmented generation,retrieval-augmented generation,"Context: You are an educational ML and Data Science learning assistant. Answer clearly, stay within ML/DS topics, state uncertainty, and do not provide legal, medical, financial, immigration, or safety-critical advice.

Instruction: Explain retrieval-augmented generation in simple terms.

Response:",A retrieval-augmented generation is a model that uses a resemblance to a resemblance to a resemblance to a resemblance to a resemblance to a resemblance to a resemblance to a resemblance to a resemblance to a resemblance to a resemblance to a resemblance to a resemblance to a resemblance to a resemblance to a resemblance to a resemblance to a resemblance to a resemblance to a resemblance to a resemblance to a resemblance to a re,lora_adapter,google/flan-t5-small,C:\Users\atripathi\OneDrive - Veralto\Desktop\AI Codes\GIT Projects\transformer-projects\05-instruction-tuned-domain-llm\models\experiments\project05-20260728T205704Z\adapter,cuda,bf16,3.201396,62,193,60.2862,0.2226,0.09836065573770492,0.03333333333333333,0.09836065573770492,0.7110165,0.7328441,0.7164734,0.6627438,0.7109239,0.6859889,0.925,True,0.9,1.0,True,1.0,0.0,False,[],none,[],0.711016
mlds-ext-984bdb44fff8,Explain RMSE in simple terms.,,Root Mean Squared Error is the square root of the average squared prediction error. It uses the target unit but penalizes large errors more strongly than MAE.,concept_explanation,RMSE,rmse,"Context: You are an educational ML and Data Science learning assistant. Answer clearly, stay within ML/DS topics, state uncertainty, and do not provide legal, medical, financial, immigration, or safety-critical advice.

Instruction: Explain RMSE in simple terms.

Response:",RMSE is a method that uses a sample of a sample of a sample of a sample of a sample of a sample of a sample of a sample of a sample of a sample of a sample of a sample of a sample of a sample of a sample of a sample of a sample of a sample of a sample of a sample of a sample of a sample of a sample of a sample of a sample of a sample of a sample of a sample of a sample of a sample of a sample of a sample of a sample of a sample of a sample of a sample of a sample of a sample of a sample of a sample of a sample of a sample of a sample of a sample of a sample of a sample,lora_adapter,google/flan-t5-small,C:\Users\atripathi\OneDrive - Veralto\Desktop\AI Codes\GIT Projects\transformer-projects\05-instruction-tuned-domain-llm\models\experiments\project05-20260728T205704Z\adapter,cuda,bf16,3.010884,60,193,64.1008,0.2225,0.03529411764705882,0.0,0.023529411764705882,0.53084695,0.7365097,0.58226264,0.64816916,0.7026247,0.6742993,0.85,True,0.6,1.0,True,1.0,0.0,False,[],none,[],0.530847
mlds-ext-636bfdc6ffb6,Explain self-supervised learning in simple terms.,,"Self-supervised learning creates training signals from the data itself, such as predicting masked tokens. It enables representation learning before a smaller supervised fine-tuning stage. Example: pretraining a language model on unlabeled technical text and then adapting it to ticket classification. Pretraining objectives do not guarantee downstream factual accuracy.",concept_explanation,self-supervised learning,self-supervised learning,"Context: You are an educational ML and Data Science learning assistant. Answer clearly, stay within ML/DS topics, state uncertainty, and do not provide legal, medical, financial, immigration, or safety-critical advice.

Instruction: Explain self-supervised learning in simple terms.

Response:","Self-supervised learning is a learning tool that can be used in a variety of contexts. For example, if a dataset is based on a dataset, a self-supervised learning tool can be used in a variety of contexts. For example, if a dataset is based on a dataset, a self-supervised learning tool can be used in a specific context.",lora_adapter,google/flan-t5-small,C:\Users\atripathi\OneDrive - Veralto\Desktop\AI Codes\GIT Projects\transformer-projects\05-instruction-tuned-domain-llm\models\experiments\project05-20260728T205704Z\adapter,cuda,bf16,1.486964,61,89,59.8535,0.2178,0.16216216216216217,0.03669724770642202,0.16216216216216217,0.70932806,0.726575,0.71363974,0.76860964,0.73379934,0.7508012,0.925,True,0.9,1.0,True,1.0,0.0,False,[],none,[],0.709328
mlds-ext-981c55ca07dc,Explain semantic search in simple terms.,,"Semantic search retrieves items by meaning rather than exact keyword overlap. It can match paraphrases and related concepts. Example: finding a project about defect detection from the query 'quality issue classifier'. Embedding quality, chunking, indexing, and evaluation determine usefulness.",concept_explanation,semantic search,semantic search,"Context: You are an educational ML and Data Science learning assistant. Answer clearly, stay within ML/DS topics, state uncertainty, and do not provide legal, medical, financial, immigration, or safety-critical advice.

Instruction: Explain semantic search in simple terms.

Response:",A semantic search is a search for a specific object. It is a search for a specific object. It is a search for a specific object. It is a search for a specific object.,lora_adapter,google/flan-t5-small,C:\Users\atripathi\OneDrive - Veralto\Desktop\AI Codes\GIT Projects\transformer-projects\05-instruction-tuned-domain-llm\models\experiments\project05-20260728T205704Z\adapter,cuda,bf16,0.746983,59,48,64.2585,0.2158,0.1095890410958904,0.028169014084507043,0.1095890410958904,0.6561494,0.7390859,0.6768835,0.79339844,0.7170434,0.753291,0.925,True,0.9,1.0,True,1.0,0.0,False,[],none,[],0.656149
mlds-ext-d89e0e561886,Give a practical ML example of class imbalance.,,"Practical example: defects representing 2 percent of all inspected units. Why it matters: A model can appear accurate while performing poorly on the minority class. Key caution: Use class-aware metrics, suitable sampling or weighting, and threshold analysis.",example_generation,class imbalance,class imbalance,"Context: You are an educational ML and Data Science learning assistant. Answer clearly, stay within ML/DS topics, state uncertainty, and do not provide legal, medical, financial, immigration, or safety-critical advice.

Instruction: Give a practical ML example of class imbalance.

Response:",Practical example: class imbalance: class imbalance: class imbalance: class imbalance: class imbalance: class imbalance: class imbalance: class imbalance: class imbalance: class imbalance: class imbalance: class imbalance: class imbalance: class imbalance: class imbalance: class imbalance: class imbalance: class imbalance: class imbalance: class imbalance: class imbalance: class imbalance: class imbalance: class imbalance: class imbalance: class imbalance: class imbalance: class imbalance: class imbalance: class imbalance: class imbalance: class imbalance: class imbalance: class imbalance: class imbalance: class imbalance: class imbalance: class imbalance: class imbalance: class imbalance: class imbalance: class imbalance: class imbalance: class imbalance: class imbalance: class imbalance: class imbalance: class imbalance: class imbalance: class imbalance: class imbalance: class imbalance: class imbalance: class imbalance: class imbalance: class imbalance: class imbalance: class imbalance: class imbalance: class imbalance: class imbalance,lora_adapter,google/flan-t5-small,C:\Users\atripathi\OneDrive - Veralto\Desktop\AI Codes\GIT Projects\transformer-projects\05-instruction-tuned-domain-llm\models\experiments\project05-20260728T205704Z\adapter,cuda,bf16,3.099545,63,187,60.3314,0.2224,0.04938271604938271,0.0125,0.04938271604938271,0.2465879,0.3832475,0.2807528,0.6433833,0.66172266,0.65242416,0.95,True,1.0,1.0,True,1.0,0.0,True,['low_reference_support'],review,[],0.246588
mlds-ext-1e0714d26ffc,Give a practical ML example of model drift.,,Practical example: a defect classifier becoming less accurate after a product redesign. Why it matters: Relationships between inputs and outcomes can evolve. Key caution: Drift detection requires timely labels or meaningful proxies.,example_generation,model drift,model drift,"Context: You are an educational ML and Data Science learning assistant. Answer clearly, stay within ML/DS topics, state uncertainty, and do not provide legal, medical, financial, immigration, or safety-critical advice.

Instruction: Give a practical ML example of model drift.

Response:",Practical example: a model drift is a model that can be used as a model based model. It can be used as a model based model. It can be used as a model based model.,lora_adapter,google/flan-t5-small,C:\Users\atripathi\OneDrive - Veralto\Desktop\AI Codes\GIT Projects\transformer-projects\05-instruction-tuned-domain-llm\models\experiments\project05-20260728T205704Z\adapter,cuda,bf16,0.798267,63,49,61.383,0.2161,0.20895522388059704,0.061538461538461535,0.1791044776119403,0.48372188,0.72075844,0.542981,0.76932704,0.7426646,0.7557607,0.95,True,1.0,1.0,True,1.0,0.0,False,[],none,[],0.483722
mlds-ext-48e53e7aa70a,Give a practical ML example of quantization.,,"Practical example: using a four- or eight-bit ONNX model in a browser demo. Why it matters: It can reduce memory, download size, and inference latency. Key caution: Lower precision can affect quality and hardware compatibility.",example_generation,quantization,quantization,"Context: You are an educational ML and Data Science learning assistant. Answer clearly, stay within ML/DS topics, state uncertainty, and do not provide legal, medical, financial, immigration, or safety-critical advice.

Instruction: Give a practical ML example of quantization.

Response:",Practical example: quantization is a measure of the size of a sample. It is a measure of the size of a sample. It is a measure of the size of a sample.,lora_adapter,google/flan-t5-small,C:\Users\atripathi\OneDrive - Veralto\Desktop\AI Codes\GIT Projects\transformer-projects\05-instruction-tuned-domain-llm\models\experiments\project05-20260728T205704Z\adapter,cuda,bf16,0.815802,63,45,55.1604,0.2159,0.2058823529411765,0.030303030303030307,0.2058823529411765,0.21927586,0.70263624,0.34011596,0.7445609,0.71163905,0.72772783,0.95,True,1.0,1.0,True,1.0,0.0,True,['low_reference_support'],review,[],0.219276
mlds-ext-0c4b2a250432,Give a practical ML example of recurrent neural network.,,Practical example: processing a sequence of sensor readings. Why it matters: It models order and context in text or time-series data. Key caution: Standard RNNs can struggle with long dependencies and vanishing gradients.,example_generation,recurrent neural network,recurrent neural network,"Context: You are an educational ML and Data Science learning assistant. Answer clearly, stay within ML/DS topics, state uncertainty, and do not provide legal, medical, financial, immigration, or safety-critical advice.

Instruction: Give a practical ML example of recurrent neural network.

Response:",Practical example: recurrent neural network is a recurrent neural network. It is a recurrent neural network. It is a recurrent network.,lora_adapter,google/flan-t5-small,C:\Users\atripathi\OneDrive - Veralto\Desktop\AI Codes\GIT Projects\transformer-projects\05-instruction-tuned-domain-llm\models\experiments\project05-20260728T205704Z\adapter,cuda,bf16,0.693772,66,38,54.773,0.2157,0.18181818181818185,0.03773584905660378,0.18181818181818185,0.5656978,0.71501255,0.6030265,0.7857417,0.749014,0.7669384,0.95,True,1.0,1.0,True,1.0,0.0,False,[],none,[],0.565698
mlds-ext-f3523a1ac32e,Give a practical ML example of retrieval-augmented generation.,,Practical example: answering questions about a portfolio by retrieving README passages. Why it matters: It can improve grounding and make answers traceable to documents. Key caution: Poor retrieval or ignored evidence can still produce incorrect answers.,example_generation,retrieval-augmented generation,retrieval-augmented generation,"Context: You are an educational ML and Data Science learning assistant. Answer clearly, stay within ML/DS topics, state uncertainty, and do not provide legal, medical, financial, immigration, or safety-critical advice.

Instruction: Give a practical ML example of retrieval-augmented generation.

Response:",Practical example: retrieval-augmented generation is an example of retrieval-augmented generation. It is an example of retrieval-augmented generation. It is an example of retrieval-augmented generation. It is an example of retrieval-augmented generation.,lora_adapter,google/flan-t5-small,C:\Users\atripathi\OneDrive - Veralto\Desktop\AI Codes\GIT Projects\transformer-projects\05-instruction-tuned-domain-llm\models\experiments\project05-20260728T205704Z\adapter,cuda,bf16,0.833263,66,53,63.6054,0.2165,0.16666666666666666,0.02857142857142857,0.16666666666666666,0.3649147,0.800755,0.47387478,0.75531125,0.71891284,0.73666275,0.95,True,1.0,1.0,True,1.0,0.0,True,['low_reference_support'],review,[],0.364915
mlds-ext-96422ba70df9,Give a practical ML example of self-supervised learning.,,Practical example: pretraining a language model on unlabeled technical text and then adapting it to ticket classification. Why it matters: It enables representation learning before a smaller supervised fine-tuning stage. Key caution: Pretraining objectives do not guarantee downstream factual accuracy.,example_generation,self-supervised learning,self-supervised learning,"Context: You are an educational ML and Data Science learning assistant. Answer clearly, stay within ML/DS topics, state uncertainty, and do not provide legal, medical, financial, immigration, or safety-critical advice.

Instruction: Give a practical ML example of self-supervised learning.

Response:",Practical example: self-supervised learning is an example of self-supervised learning. For example: self-supervised learning is an example of self-supervised learning. For example: self-supervised learning is an example of self-supervised learning. For example: self-supervised learning is an example of self-supervised learning.,lora_adapter,google/flan-t5-small,C:\Users\atripathi\OneDrive - Veralto\Desktop\AI Codes\GIT Projects\transformer-projects\05-instruction-tuned-domain-llm\models\experiments\project05-20260728T205704Z\adapter,cuda,bf16,1.025009,65,66,64.3897,0.217,0.08988764044943819,0.02298850574712644,0.08988764044943819,0.40904272,0.771491,0.49965477,0.77039146,0.70542336,0.73647743,0.95,True,1.0,1.0,True,1.0,0.0,True,['low_reference_support'],review,[],0.409043
mlds-ext-e3cae1e5cccb,Give a practical ML example of semantic search.,,"Practical example: finding a project about defect detection from the query 'quality issue classifier'. Why it matters: It can match paraphrases and related concepts. Key caution: Embedding quality, chunking, indexing, and evaluation determine usefulness.",example_generation,semantic search,semantic search,"Context: You are an educational ML and Data Science learning assistant. Answer clearly, stay within ML/DS topics, state uncertainty, and do not provide legal, medical, financial, immigration, or safety-critical advice.

Instruction: Give a practical ML example of semantic search.

Response:",Practical example: a lexical search with a lexical filter. It is a lexical search with a lexical filter and a lexical filter.,lora_adapter,google/flan-t5-small,C:\Users\atripathi\OneDrive - Veralto\Desktop\AI Codes\GIT Projects\transformer-projects\05-instruction-tuned-domain-llm\models\experiments\project05-20260728T205704Z\adapter,cuda,bf16,0.884502,63,42,47.4843,0.2161,0.17857142857142858,0.037037037037037035,0.17857142857142858,0.426088,0.62790364,0.47654194,0.78193474,0.7420374,0.7614638,0.93,True,0.9,1.0,True,1.0,0.1,False,[],none,[],0.426088
mlds-ext-5206f35df89f,Give an interview-style answer explaining class imbalance.,,"A strong interview answer is: Class imbalance means some labels occur much less often than others. A model can appear accurate while performing poorly on the minority class. For example, defects representing 2 percent of all inspected units. I would also mention that use class-aware metrics, suitable sampling or weighting, and threshold analysis.",interview_answer,class imbalance,class imbalance,"Context: You are an educational ML and Data Science learning assistant. Answer clearly, stay within ML/DS topics, state uncertainty, and do not provide legal, medical, financial, immigration, or safety-critical advice.

Instruction: Give an interview-style answer explaining class imbalance.

Response:",A good interview answer is: Class imbalance is a result of class imbalance. Class imbalance is a result of class imbalance. Class imbalance is a result of class imbalance.,lora_adapter,google/flan-t5-small,C:\Users\atripathi\OneDrive - Veralto\Desktop\AI Codes\GIT Projects\transformer-projects\05-instruction-tuned-domain-llm\models\experiments\project05-20260728T205704Z\adapter,cuda,bf16,0.611215,62,38,62.1712,0.2156,0.24096385542168677,0.09876543209876543,0.24096385542168677,0.72280985,0.761029,0.73236465,0.84559524,0.7495017,0.79465395,0.925,True,0.9,1.0,True,1.0,0.0,False,[],none,[],0.72281
mlds-ext-261a67980f43,Give an interview-style answer explaining model drift.,,"A strong interview answer is: Model drift is a decline or change in model behavior after deployment. Relationships between inputs and outcomes can evolve. For example, a defect classifier becoming less accurate after a product redesign. I would also mention that drift detection requires timely labels or meaningful proxies.",interview_answer,model drift,model drift,"Context: You are an educational ML and Data Science learning assistant. Answer clearly, stay within ML/DS topics, state uncertainty, and do not provide legal, medical, financial, immigration, or safety-critical advice.

Instruction: Give an interview-style answer explaining model drift.

Response:",An interview answer is: Model drift is a model that can be used in a model. It is a model that can be used in a model. It is a model that can be used in a model. It can be used in a model.,lora_adapter,google/flan-t5-small,C:\Users\atripathi\OneDrive - Veralto\Desktop\AI Codes\GIT Projects\transformer-projects\05-instruction-tuned-domain-llm\models\experiments\project05-20260728T205704Z\adapter,cuda,bf16,1.07622,62,59,54.8215,0.2165,0.29787234042553196,0.13043478260869565,0.2765957446808511,0.73149955,0.6962412,0.7226849,0.80600524,0.75445545,0.7793789,0.7,True,0.0,1.0,True,1.0,0.0,False,[],none,[],0.7315
mlds-ext-0130527214a7,Give an interview-style answer explaining quantization.,,"A strong interview answer is: Quantization stores or computes model values with lower precision. It can reduce memory, download size, and inference latency. For example, using a four- or eight-bit ONNX model in a browser demo. I would also mention that lower precision can affect quality and hardware compatibility.",interview_answer,quantization,quantization,"Context: You are an educational ML and Data Science learning assistant. Answer clearly, stay within ML/DS topics, state uncertainty, and do not provide legal, medical, financial, immigration, or safety-critical advice.

Instruction: Give an interview-style answer explaining quantization.

Response:",An interview answer is: Quantization is a measure of a model's value. It is a measure of a model's value. It is a measure of a model's value. It is a measure of a value.,lora_adapter,google/flan-t5-small,C:\Users\atripathi\OneDrive - Veralto\Desktop\AI Codes\GIT Projects\transformer-projects\05-instruction-tuned-domain-llm\models\experiments\project05-20260728T205704Z\adapter,cuda,bf16,0.88532,62,57,64.3835,0.2164,0.25,0.0697674418604651,0.22727272727272727,0.4669369,0.75195825,0.5381923,0.80120915,0.73510516,0.766735,0.7,True,0.0,1.0,True,1.0,0.0,False,[],none,[],0.466937
